timeMsg,FromUserId,FromNickName,MsgType,Content,MsgRandom
2021-02-02 16:11:09,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,"时间戳测试2",233514222
﻿2021-02-02 16:11:17,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,信息记录测试,1143927447
﻿2021-02-02 16:12:25,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,搞定,438860306
﻿2021-02-02 16:39:18,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,测试,1799882011
﻿2021-02-02 16:40:01,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,去去去,467062678
﻿2021-02-02 16:47:43,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,服务器运行图,35635026
﻿2021-02-02 16:47:49,2593923636,昨日星辰沦陷,PicMsg,"{""Content"":""✅鲸落云服务器正在运行Running😄\r"",""GroupPic"":[{""FileId"":0,""FileMd5"":""wE2koN6piDvAilpBpkEVTQ=="",""FileSize"":0,""ForwordBuf"":""Eip7QzA0REE0QTAtREVBOS04ODNCLUMwOEEtNUE0MUE2NDExNTREfS5qcGc4AGABahDATaSg3qmIO8CKWkGmQRVNclMvZ2NoYXRwaWNfbmV3LzI1OTM5MjM2MzYvMTA3NzAyMTU0MS0wLUMwNERBNEEwREVBOTg4M0JDMDhBNUE0MUE2NDExNTRELzE5OD90ZXJtPTI1NYIBUS9nY2hhdHBpY19uZXcvMjU5MzkyMzYzNi8xMDc3MDIxNTQxLTAtQzA0REE0QTBERUE5ODgzQkMwOEE1QTQxQTY0MTE1NEQvMD90ZXJtPTI1NbABuAO4AdUCyAEA2AHGAeABmQH6AVMvZ2NoYXRwaWNfbmV3LzI1OTM5MjM2MzYvMTA3NzAyMTU0MS0wLUMwNERBNEEwREVBOTg4M0JDMDhBNUE0MUE2NDExNTRELzQwMD90ZXJtPTI1NYACgAOIAqkC"",""ForwordField"":8,""Url"":""http://gchat.qpic.cn/gchatpic_new/2593923636/1077021541-2534335053-C04DA4A0DEA9883BC08A5A41A641154D/0?vuin=2593923636\u0026term=255\u0026pictype=0""}],""Tips"":""[群图片]""}",3083271816
﻿2021-02-02 20:18:25,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,抖音https://www.iesdouyin.com/share/video/6923333287926615300/?region=CN&mid=6889627284374915853&u_code=9a2ec96cgag&titleType=title&did=52124286697&iid=4204951557915166&utm_source=copy_link&utm_campaign=client_share&utm_medium=android&app=aweme&iid=4204951557915166&timestamp=1612268239,449886294
﻿2021-02-02 21:03:02,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,"#孤独
https://www.iesdouyin.com/share/video/6922308840746683655/?region=CN&mid=6821070296536435464&u_code=9a2ec96cgag&titleType=title&did=52124286697&iid=4204951557915166&utm_source=copy_link&utm_campaign=client_share&utm_medium=android&app=aweme&iid=4204951557915166&timestamp=1612270972",1950678707
﻿2021-02-02 21:03:02,2593923636,昨日星辰沦陷,TextMsg,slu处理出错！,1612270982
﻿2021-02-02 21:03:13,2734184475,Whale Fall 鲸落(ღ˘⌣˘ღ),TextMsg,"#孤独
https://www.iesdouyin.com/share/video/6922308840746683655/?region=CN&mid=6821070296536435464&u_code=9a2ec96cgag&titleType=title&did=52124286697&iid=4204951557915166&utm_source=copy_link&utm_campaign=client_share&utm_medium=android&app=aweme&iid=4204951557915166&timestamp=1612270972",1180854194
﻿2021-02-02 21:03:13,2593923636,昨日星辰沦陷,TextMsg,slu处理出错！,1612270993
