timeMsg,FromUserId,FromNickName,MsgType,Content,MsgRandom
2021-02-13 18:08:04,2854196310,Q群管家,AtMsg,"{""Content"":""@昨日星辰沦陷 欢迎加入我们的大家庭，进群修改名片方便互心cpdd 找大佬，不要发广告 群昵称:安卓/iOS 昵称\n——来自群管理员（1443258990）的编辑"",""UserID"":[2593923636]}",165154541
﻿2021-02-13 18:08:04,2593923636,昨日星辰沦陷,PicMsg,"{""Content"":""感谢🙏@YES！收留"",""GroupPic"":[{""FileId"":0,""FileMd5"":""iCTPf0Bd59IEmvytaL1PbA=="",""FileSize"":0,""ForwordBuf"":""Eip7ODgyNENGN0YtNDA1RC1FN0QyLTA0OUEtRkNBRDY4QkQ0RjZDfS5qcGc4AGABahCIJM9/QF3n0gSa/K1ovU9sclIvZ2NoYXRwaWNfbmV3LzI1OTM5MjM2MzYvNzA5NzQwMDc5LTAtODgyNENGN0Y0MDVERTdEMjA0OUFGQ0FENjhCRDRGNkMvMTk4P3Rlcm09MjU1ggFQL2djaGF0cGljX25ldy8yNTkzOTIzNjM2LzcwOTc0MDA3OS0wLTg4MjRDRjdGNDA1REU3RDIwNDlBRkNBRDY4QkQ0RjZDLzA/dGVybT0yNTWwAbgDuAHVAsgBANgBxgHgAZkB+gFSL2djaGF0cGljX25ldy8yNTkzOTIzNjM2LzcwOTc0MDA3OS0wLTg4MjRDRjdGNDA1REU3RDIwNDlBRkNBRDY4QkQ0RjZDLzQwMD90ZXJtPTI1NYACgAOIAqkC"",""ForwordField"":8,""Url"":""http://gchat.qpic.cn/gchatpic_new/2593923636/709740079-2534335053-8824CF7F405DE7D2049AFCAD68BD4F6C/0?vuin=2593923636\u0026term=255\u0026pictype=0""}],""Tips"":""[群图片]""}",2504143699
﻿2021-02-13 18:08:05,2854196310,Q群管家,AtMsg,"{""Content"":""@⁣  ⁠⁠ 欢迎加入我们的大家庭，进群修改名片方便互心cpdd 找大佬，不要发广告 群昵称:安卓/iOS 昵称\n——来自群管理员（1443258990）的编辑"",""UserID"":[2560604730]}",887170618
﻿2021-02-13 18:08:22,3523843942,安卓   染染,AtMsg,"{""Content"":""@安卓  君君 @安卓  君君 😂😂"",""MsgSeq"":19739,""SrcContent"":""@安卓   染染没蜡烛出手续费了"",""Tips"":""[回复]"",""UserID"":[1012384596,1012384596,1012384596]}",848380866
﻿2021-02-13 18:08:38,2854196310,Q群管家,AtMsg,"{""Content"":""@妖灵 欢迎加入我们的大家庭，进群修改名片方便互心cpdd 找大佬，不要发广告 群昵称:安卓/iOS 昵称\n——来自群管理员（1443258990）的编辑"",""UserID"":[2655847155]}",2039675836
﻿2021-02-13 18:08:56,318472803,安卓 依瑶,TextMsg,安卓互心,2139662962
﻿2021-02-13 18:09:21,2593923636,安卓国服 落落,AtMsg,"{""Content"":""@安卓 依瑶 @安卓 依瑶 发码"",""MsgSeq"":19745,""SrcContent"":""安卓互心"",""Tips"":""[回复]"",""UserID"":[318472803,318472803,318472803]}",2013153875
﻿2021-02-13 18:10:14,3163294346,安卓 老姑父,AtMsg,"{""Content"":""@鸠鱼。 @鸠鱼。 来 兄弟"",""MsgSeq"":19737,""SrcContent"":""有没有长期互心的。"",""Tips"":""[回复]"",""UserID"":[3571618708,3571618708,3571618708]}",1561059610
﻿2021-02-13 18:10:25,3163294346,安卓 老姑父,TextMsg,我活一天有你一颗心,726340870
﻿2021-02-13 18:10:36,1356146648,互相包出手续费,TextMsg,互心嘛,867784233
